資料日期,證券代號,持股分級,人數,股數,佔集保庫存數比例%
20180413,8109,11,22,6179542,9.36
20180413,8109,12,11,5559267,8.42
20180413,8109,13,7,4552822,6.89
20180413,8109,14,3,2601422,3.94
20180413,8109,15,8,22735716,34.44
20180413,8109,16,0,0,0.00
20180413,8109,17,4479,66008549,100.00
20180413,8110,1,4055,727898,0.13
20180413,8110,2,10127,24428324,4.64
20180413,8110,3,2872,23422722,4.44
20180413,8110,4,910,11388261,2.16
20180413,8110,5,695,13156007,2.49
20180413,8110,6,537,13787171,2.61
20180413,8110,7,247,8846029,1.68
20180413,8110,8,161,7637667,1.45
20180413,8110,9,304,22913103,4.35
20180413,8110,10,119,16548724,3.14
20180413,8110,11,58,15604734,2.96
20180413,8110,12,26,12302521,2.33
20180413,8110,13,14,9642539,1.83
20180413,8110,14,7,6113448,1.16
20180413,8110,15,41,339861996,64.56
20180413,8110,16,0,0,0.00
20180413,8110,17,20173,526381144,100.00
20180413,8111,1,15031,1707120,1.45
20180413,8111,2,4152,10227092,8.73
20180413,8111,3,1118,8886397,7.58
20180413,8111,4,329,4200301,3.58
20180413,8111,5,310,5608805,4.78
20180413,8111,6,221,5648733,4.82
20180413,8111,7,119,4242448,3.62
20180413,8111,8,82,3790466,3.23
20180413,8111,9,126,8918642,7.61
20180413,8111,10,63,8743679,7.46
20180413,8111,11,31,8921269,7.61
20180413,8111,12,11,5594580,4.77
20180413,8111,13,6,4130558,3.52
20180413,8111,14,3,2578393,2.20
20180413,8111,15,9,33903740,28.95
20180413,8111,16,0,0,0.00
20180413,8111,17,21611,117102223,100.00
20180413,8112,1,13500,1014642,0.26
20180413,8112,2,18607,41870321,11.11
20180413,8112,3,3879,32331134,8.58
20180413,8112,4,1140,14855866,3.94
20180413,8112,5,881,16674098,4.42
20180413,8112,6,706,18297562,4.85
20180413,8112,7,327,11869887,3.15
20180413,8112,8,227,10719386,2.84
20180413,8112,9,431,31693826,8.41
20180413,8112,10,171,24220828,6.42
20180413,8112,11,69,19114745,5.07
20180413,8112,12,19,9302911,2.46
20180413,8112,13,11,7428183,1.97
20180413,8112,14,5,4705235,1.24
20180413,8112,15,50,132610735,35.20
20180413,8112,16,0,0,0.00
20180413,8112,17,40023,376709359,100.00
20180413,8114,1,2818,387420,0.51
20180413,8114,2,4284,7826253,10.44
20180413,8114,3,614,4180059,5.57
20180413,8114,4,218,2576718,3.43
20180413,8114,5,106,1829113,2.44
20180413,8114,6,108,2614207,3.48
20180413,8114,7,57,1982687,2.64
20180413,8114,8,21,946512,1.26
20180413,8114,9,56,4050332,5.40
20180413,8114,10,27,3724736,4.97
20180413,8114,11,15,4616620,6.16
20180413,8114,12,6,3038778,4.05
20180413,8114,13,3,2064476,2.75
20180413,8114,14,1,913571,1.21
20180413,8114,15,18,34170290,45.60
20180413,8114,16,0,0,0.00
20180413,8114,17,8352,74921772,100.00
20180413,8115,1,102,33787,0.04
20180413,8115,2,306,707805,1.01
20180413,8115,3,94,689931,0.98
20180413,8115,4,41,482875,0.68
20180413,8115,5,32,550899,0.78
20180413,8115,6,18,422360,0.60
20180413,8115,7,16,540474,0.77
20180413,8115,8,7,296043,0.42
20180413,8115,9,17,1163593,1.66
20180413,8115,10,23,2865152,4.09
20180413,8115,11,6,1887400,2.69
20180413,8115,12,5,2390035,3.41
20180413,8115,13,2,1543264,2.20
20180413,8115,14,3,2619311,3.74
20180413,8115,15,17,53807071,76.86
20180413,8115,16,0,0,0.00
20180413,8115,17,689,70000000,100.00
20180413,8119,1,75,25946,0.03
20180413,8119,2,106,285290,0.38
20180413,8119,3,50,411824,0.55
20180413,8119,4,20,251890,0.33
20180413,8119,5,14,251552,0.33
20180413,8119,6,17,444173,0.59
20180413,8119,7,18,613832,0.82
20180413,8119,8,6,276147,0.36
20180413,8119,9,16,1241993,1.65
20180413,8119,10,11,1606380,2.14
20180413,8119,11,9,2601386,3.47
20180413,8119,12,7,3347524,4.47
20180413,8119,13,5,3521896,4.70
20180413,8119,14,4,3620254,4.83
20180413,8119,15,12,56348853,75.28
20180413,8119,16,0,0,0.00
20180413,8119,17,370,74848940,100.00
20180413,8121,1,4464,828643,0.45
20180413,8121,2,9546,21662980,11.87
20180413,8121,3,1881,15132201,8.29
20180413,8121,4,584,7490473,4.10
20180413,8121,5,404,7453654,4.08
20180413,8121,6,309,7979745,4.37
20180413,8121,7,128,4601471,2.52
20180413,8121,8,81,3814326,2.09
20180413,8121,9,159,11716560,6.42
20180413,8121,10,49,6637165,3.63
20180413,8121,11,18,4779889,2.62
20180413,8121,12,3,1308468,0.71
20180413,8121,13,3,1918000,1.05
20180413,8121,14,2,1760284,0.96
20180413,8121,15,7,85346884,46.78
20180413,8121,16,0,0,0.00
20180413,8121,17,17638,182430743,100.00
20180413,8122,1,301,115165,0.03
20180413,8122,2,637,1546429,0.50
20180413,8122,3,229,1671635,0.54
20180413,8122,4,114,1395504,0.45
20180413,8122,5,62,1080144,0.35
20180413,8122,6,99,2426856,0.79
20180413,8122,7,41,1441703,0.47
20180413,8122,8,23,1022867,0.33
20180413,8122,9,86,6135415,2.01
20180413,8122,10,53,7278723,2.39
20180413,8122,11,20,5931498,1.94
20180413,8122,12,3,1323017,0.43
20180413,8122,13,2,1358194,0.44
20180413,8122,14,1,855260,0.28
20180413,8122,15,16,270661742,88.96
20180413,8122,16,0,0,0.00
20180413,8122,17,1687,304244152,100.00
20180413,8127,1,34,6513,0.01
20180413,8127,2,68,164232,0.38
20180413,8127,3,38,270754,0.63
20180413,8127,4,22,277385,0.64
20180413,8127,5,28,485821,1.13
20180413,8127,6,31,763437,1.78
20180413,8127,7,15,535333,1.25
20180413,8127,8,5,228555,0.53
20180413,8127,9,25,1716946,4.01
20180413,8127,10,13,1849527,4.32
20180413,8127,11,6,1871374,4.37
20180413,8127,12,3,1329366,3.10
20180413,8127,13,2,1247408,2.91
20180413,8127,14,1,831606,1.94
20180413,8127,15,6,31233662,72.95
20180413,8127,16,0,0,0.00
20180413,8127,17,297,42811919,100.00
20180413,8130,1,12,3907,0.00
20180413,8130,2,54,149400,0.30
20180413,8130,3,36,269206,0.54
20180413,8130,4,36,406448,0.81
20180413,8130,5,13,229506,0.46
20180413,8130,6,21,508046,1.02
20180413,8130,7,13,428328,0.86
20180413,8130,8,17,770022,1.55
20180413,8130,9,44,3096484,6.23
20180413,8130,10,26,3821887,7.69
20180413,8130,11,19,5279964,10.63
20180413,8130,12,8,3730217,7.51
20180413,8130,13,3,1962000,3.95
20180413,8130,14,1,858222,1.72
20180413,8130,15,11,28132276,56.66
20180413,8130,16,0,0,0.00
20180413,8130,17,314,49645913,100.00
20180413,8131,1,1331,174393,0.03
20180413,8131,2,5549,11967407,2.70
20180413,8131,3,1080,8727235,1.97
20180413,8131,4,323,4113497,0.93
20180413,8131,5,236,4411205,0.99
20180413,8131,6,201,5143154,1.16
20180413,8131,7,102,3649586,0.82
20180413,8131,8,74,3402531,0.76
20180413,8131,9,161,11904997,2.69
20180413,8131,10,87,12287079,2.77
20180413,8131,11,67,19827562,4.48
20180413,8131,12,22,11096608,2.50
20180413,8131,13,12,8427865,1.90
20180413,8131,14,6,5339250,1.20
20180413,8131,15,22,331749854,75.01
20180413,8131,16,0,0,0.00
20180413,8131,17,9273,442222223,100.00
20180413,8143,1,13,8127,2.90
20180413,8143,2,8,13512,4.83
20180413,8143,3,1,8521,3.04
20180413,8143,4,2,29141,10.42
20180413,8143,5,0,0,0.00
20180413,8143,6,2,46482,16.62
20180413,8143,7,0,0,0.00
20180413,8143,8,0,0,0.00
20180413,8143,9,0,0,0.00
20180413,8143,10,1,173765,62.15
20180413,8143,11,0,0,0.00
20180413,8143,12,0,0,0.00
20180413,8143,13,0,0,0.00
20180413,8143,14,0,0,0.00
20180413,8143,15,0,0,0.00
20180413,8143,16,0,0,0.00
20180413,8143,17,27,279548,100.00
20180413,8147,1,581,96940,0.36
20180413,8147,2,1134,2392118,8.94
20180413,8147,3,228,1738510,6.50
20180413,8147,4,93,1219828,4.56
20180413,8147,5,60,1103221,4.12
20180413,8147,6,48,1167377,4.36
20180413,8147,7,25,857018,3.20
20180413,8147,8,14,637368,2.38
20180413,8147,9,44,3100537,11.59
20180413,8147,10,16,2078958,7.77
20180413,8147,11,6,1623525,6.07
20180413,8147,12,5,2476530,9.26
20180413,8147,13,0,0,0.00
20180413,8147,14,2,1782395,6.66
20180413,8147,15,4,6467495,24.18
20180413,8147,16,0,0,0.00
20180413,8147,17,2260,26741820,100.00
20180413,8150,1,3831,1222055,0.13
20180413,8150,2,31756,74716189,8.43
20180413,8150,3,6770,56472855,6.37
20180413,8150,4,1777,23571626,2.66
20180413,8150,5,1472,28057555,3.16
20180413,8150,6,977,26009007,2.93
20180413,8150,7,481,17704032,1.99
20180413,8150,8,330,15716925,1.77
20180413,8150,9,463,33770971,3.81
20180413,8150,10,141,20218436,2.28
20180413,8150,11,66,18406200,2.07
20180413,8150,12,24,11799000,1.33
20180413,8150,13,14,9791500,1.10
20180413,8150,14,12,10891600,1.22
20180413,8150,15,48,537796110,60.68
20180413,8150,16,0,0,0.00
20180413,8150,17,48162,886144061,100.00
20180413,8155,1,316,66182,0.13
20180413,8155,2,1598,2727356,5.48
20180413,8155,3,138,1118004,2.24
20180413,8155,4,51,663741,1.33
20180413,8155,5,30,548658,1.10
20180413,8155,6,25,653224,1.31
20180413,8155,7,21,745342,1.49
20180413,8155,8,9,427856,0.85
20180413,8155,9,18,1256031,2.52
20180413,8155,10,33,4697911,9.44
20180413,8155,11,18,5166661,10.38
20180413,8155,12,6,3155000,6.34
20180413,8155,13,4,2746000,5.51
20180413,8155,14,2,1810000,3.63
20180413,8155,15,8,23974034,48.18
20180413,8155,16,0,0,0.00
20180413,8155,17,2277,49756000,100.00
20180413,8157,1,177,73242,0.67
20180413,8157,2,307,752332,6.89
20180413,8157,3,84,570499,5.22
20180413,8157,4,48,578418,5.29
20180413,8157,5,16,272411,2.49
20180413,8157,6,15,351388,3.21
20180413,8157,7,12,418410,3.83
20180413,8157,8,9,408133,3.73
20180413,8157,9,11,817702,7.48
20180413,8157,10,11,1498199,13.72
20180413,8157,11,5,1535154,14.06
20180413,8157,12,0,0,0.00
20180413,8157,13,0,0,0.00
20180413,8157,14,0,0,0.00
20180413,8157,15,2,3641727,33.35
20180413,8157,16,0,0,0.00
20180413,8157,17,697,10917615,100.00
20180413,8163,1,17127,781743,0.27
20180413,8163,2,11246,23600806,8.42
20180413,8163,3,1953,15285498,5.45
20180413,8163,4,644,7973767,2.84
20180413,8163,5,402,7395823,2.64
20180413,8163,6,335,8374596,2.99
20180413,8163,7,158,5569895,1.98
20180413,8163,8,106,4940895,1.76
20180413,8163,9,187,13314498,4.75
20180413,8163,10,92,12243928,4.37
20180413,8163,11,55,14966180,5.34
20180413,8163,12,22,10641935,3.80
20180413,8163,13,9,6195821,2.21
20180413,8163,14,9,7961446,2.84
20180413,8163,15,24,140753170,50.26
20180413,8163,16,0,0,0.00
20180413,8163,17,32369,280000001,100.00
20180413,8171,1,11280,63195,0.12
20180413,8171,2,1763,4253386,8.26
20180413,8171,3,399,3379066,6.56
20180413,8171,4,135,1760263,3.41
20180413,8171,5,135,2538098,4.92
20180413,8171,6,89,2385279,4.63
20180413,8171,7,53,1950423,3.78
20180413,8171,8,39,1834000,3.56
20180413,8171,9,71,5250440,10.19
20180413,8171,10,43,6068871,11.78
20180413,8171,11,28,7195167,13.97
20180413,8171,12,3,1493739,2.90
20180413,8171,13,3,2072000,4.02
20180413,8171,14,2,1896000,3.68
20180413,8171,15,4,9353303,18.16
20180413,8171,16,0,0,0.00
20180413,8171,17,14047,51493230,100.00
20180413,8172,1,126,63513,2.77
20180413,8172,2,173,529740,23.11
20180413,8172,3,55,433887,18.92
20180413,8172,4,13,159263,6.94
20180413,8172,5,18,294640,12.85
20180413,8172,6,9,221304,9.65
20180413,8172,7,2,66400,2.89
20180413,8172,8,1,49584,2.16
20180413,8172,9,6,473810,20.67
20180413,8172,10,0,0,0.00
20180413,8172,11,0,0,0.00
20180413,8172,12,0,0,0.00
20180413,8172,13,0,0,0.00
20180413,8172,14,0,0,0.00
20180413,8172,15,0,0,0.00
20180413,8172,16,0,0,0.00
20180413,8172,17,403,2292141,100.00
20180413,8176,1,9073,452072,0.62
20180413,8176,2,2859,6942500,9.57
20180413,8176,3,685,5661461,7.80
20180413,8176,4,193,2457817,3.39
20180413,8176,5,183,3423381,4.72
20180413,8176,6,114,2953303,4.07
20180413,8176,7,63,2221351,3.06
20180413,8176,8,33,1559314,2.15
20180413,8176,9,66,4632629,6.38
20180413,8176,10,36,5137677,7.08
20180413,8176,11,23,6164229,8.50
20180413,8176,12,13,6374390,8.79
20180413,8176,13,7,4842514,6.67
20180413,8176,14,2,1803602,2.48
20180413,8176,15,8,17873760,24.65
20180413,8176,16,0,0,0.00
20180413,8176,17,13358,72500000,100.00
20180413,8179,1,237,85558,0.02
20180413,8179,2,375,1109639,0.38
20180413,8179,3,273,2135784,0.74
20180413,8179,4,133,1652067,0.57
20180413,8179,5,98,1759478,0.61
20180413,8179,6,124,3067535,1.07
20180413,8179,7,55,1917400,0.67
20180413,8179,8,50,2274532,0.79
20180413,8179,9,100,7109136,2.48
20180413,8179,10,76,10892900,3.80
20180413,8179,11,38,10166797,3.55
20180413,8179,12,11,5090249,1.77
20180413,8179,13,8,5317856,1.85
20180413,8179,14,8,7151861,2.49
20180413,8179,15,22,226354558,79.12
20180413,8179,16,0,0,0.00
20180413,8179,17,1608,286085350,100.00
20180413,8182,1,343,72367,0.06
20180413,8182,2,2414,5444680,5.08
20180413,8182,3,529,4429464,4.13
20180413,8182,4,154,2019833,1.88
20180413,8182,5,136,2600730,2.42
20180413,8182,6,96,2486624,2.32
20180413,8182,7,40,1426462,1.33
20180413,8182,8,42,2014494,1.88
20180413,8182,9,68,5006083,4.67
20180413,8182,10,26,3783879,3.53
20180413,8182,11,11,2988243,2.79
20180413,8182,12,6,3173388,2.96
20180413,8182,13,3,2019526,1.88
20180413,8182,14,2,1817000,1.69
20180413,8182,15,8,67758442,63.30
20180413,8182,16,0,0,0.00
20180413,8182,17,3878,107041215,100.00
20180413,8183,1,11861,132566,0.10
20180413,8183,2,5040,11042997,9.10
20180413,8183,3,881,7465118,6.15
20180413,8183,4,242,3173246,2.61
20180413,8183,5,194,3692088,3.04
20180413,8183,6,146,3859555,3.18
20180413,8183,7,74,2688004,2.21
20180413,8183,8,29,1341888,1.10
20180413,8183,9,76,5630243,4.64
20180413,8183,10,48,7028932,5.79
20180413,8183,11,21,6124512,5.05
20180413,8183,12,7,3087790,2.54
20180413,8183,13,3,2194495,1.80
20180413,8183,14,0,0,0.00
20180413,8183,15,9,63789634,52.60
20180413,8183,16,0,0,0.00
20180413,8183,17,18631,121251068,100.00
20180413,8197,1,102,27375,0.23
20180413,8197,2,298,733991,6.17
20180413,8197,3,79,619974,5.21
20180413,8197,4,33,426964,3.59
20180413,8197,5,33,588762,4.95
20180413,8197,6,24,615957,5.18
20180413,8197,7,10,361223,3.04
20180413,8197,8,16,726560,6.11
20180413,8197,9,26,1902643,16.01
20180413,8197,10,21,3027812,25.48
20180413,8197,11,3,740547,6.23
20180413,8197,12,2,950576,8.00
20180413,8197,13,0,0,0.00
20180413,8197,14,0,0,0.00
20180413,8197,15,1,1156357,9.73
20180413,8197,16,0,0,0.00
20180413,8197,17,648,11878741,100.00
20180413,8201,1,11738,981511,1.57
20180413,8201,2,1924,4242080,6.80
20180413,8201,3,357,2841963,4.55
20180413,8201,4,120,1534215,2.46
20180413,8201,5,77,1428537,2.29
20180413,8201,6,57,1448548,2.32
20180413,8201,7,38,1353049,2.16
20180413,8201,8,19,874543,1.40
20180413,8201,9,38,2731300,4.37
20180413,8201,10,19,2770463,4.44
20180413,8201,11,13,3663635,5.87
20180413,8201,12,5,2319977,3.71
20180413,8201,13,3,2061469,3.30
20180413,8201,14,3,2605533,4.17
20180413,8201,15,6,31509452,50.52
20180413,8201,16,0,0,0.00
20180413,8201,17,14417,62366275,100.00
20180413,8204,1,3,795,36.05
20180413,8204,2,1,1410,63.94
20180413,8204,3,0,0,0.00
20180413,8204,4,0,0,0.00
20180413,8204,5,0,0,0.00
20180413,8204,6,0,0,0.00
20180413,8204,7,0,0,0.00
20180413,8204,8,0,0,0.00
20180413,8204,9,0,0,0.00
20180413,8204,10,0,0,0.00
20180413,8204,11,0,0,0.00
20180413,8204,12,0,0,0.00
20180413,8204,13,0,0,0.00
20180413,8204,14,0,0,0.00
20180413,8204,15,0,0,0.00
20180413,8204,16,0,0,0.00
20180413,8204,17,4,2205,100.00
20180413,8210,1,1183,251436,0.21
20180413,8210,2,3137,6396495,5.34
20180413,8210,3,478,3751143,3.13
20180413,8210,4,155,1940160,1.62
20180413,8210,5,90,1670032,1.39
20180413,8210,6,89,2258552,1.88
20180413,8210,7,43,1527243,1.27
20180413,8210,8,37,1686134,1.40
20180413,8210,9,55,3733215,3.11
20180413,8210,10,26,3550358,2.96
20180413,8210,11,15,3893006,3.25
20180413,8210,12,13,6413493,5.35
20180413,8210,13,3,2060064,1.72
20180413,8210,14,2,1695946,1.41
20180413,8210,15,13,78898673,65.89
20180413,8210,16,0,0,0.00
20180413,8210,17,5339,119725950,100.00
20180413,8213,1,14741,577931,0.21
20180413,8213,2,9286,20199182,7.44
20180413,8213,3,1910,14945012,5.50
20180413,8213,4,678,8588435,3.16
20180413,8213,5,435,8109789,2.98
20180413,8213,6,387,9932237,3.66
20180413,8213,7,196,6999166,2.58
20180413,8213,8,114,5232033,1.92
20180413,8213,9,184,13146553,4.84
20180413,8213,10,102,13998524,5.16
20180413,8213,11,58,16265178,5.99
20180413,8213,12,24,12020099,4.43
20180413,8213,13,16,11214710,4.13
20180413,8213,14,5,4414000,1.62
20180413,8213,15,36,125600089,46.30
20180413,8213,16,0,0,0.00
20180413,8213,17,28172,271242938,100.00
20180413,8215,1,8063,299445,0.09
20180413,8215,2,11409,26046877,8.12
20180413,8215,3,2377,19860544,6.19
20180413,8215,4,652,8519210,2.65
20180413,8215,5,558,10568160,3.29
20180413,8215,6,445,11575668,3.60
20180413,8215,7,199,7308248,2.27
20180413,8215,8,127,5961910,1.85
20180413,8215,9,249,18260391,5.69
20180413,8215,10,111,15666558,4.88
20180413,8215,11,55,15184888,4.73
20180413,8215,12,22,10530553,3.28
20180413,8215,13,7,5104358,1.59
20180413,8215,14,4,3716000,1.15
20180413,8215,15,15,162071704,50.54
20180413,8215,16,0,0,0.00
20180413,8215,17,24293,320674514,100.00
20180413,8218,1,24,9248,0.55
20180413,8218,2,50,108472,6.48
20180413,8218,3,5,32996,1.97
20180413,8218,4,4,46567,2.78
20180413,8218,5,2,31548,1.88
20180413,8218,6,5,119423,7.13
20180413,8218,7,1,39998,2.39
20180413,8218,8,6,279176,16.69
20180413,8218,9,9,614997,36.76
20180413,8218,10,1,123531,7.38
20180413,8218,11,1,266660,15.94
20180413,8218,12,0,0,0.00
20180413,8218,13,0,0,0.00
20180413,8218,14,0,0,0.00
20180413,8218,15,0,0,0.00
20180413,8218,16,0,0,0.00
20180413,8218,17,108,1672616,100.00
20180413,8219,1,1,560,9.86
20180413,8219,2,2,5118,90.13
20180413,8219,3,0,0,0.00
20180413,8219,4,0,0,0.00
20180413,8219,5,0,0,0.00
20180413,8219,6,0,0,0.00
20180413,8219,7,0,0,0.00
20180413,8219,8,0,0,0.00
20180413,8219,9,0,0,0.00
20180413,8219,10,0,0,0.00
20180413,8219,11,0,0,0.00
20180413,8219,12,0,0,0.00
20180413,8219,13,0,0,0.00
20180413,8219,14,0,0,0.00
20180413,8219,15,0,0,0.00
20180413,8219,16,0,0,0.00
20180413,8219,17,3,5678,100.00
20180413,8221,1,1,65,2.12
20180413,8221,2,1,3000,97.87
20180413,8221,3,0,0,0.00
20180413,8221,4,0,0,0.00
20180413,8221,5,0,0,0.00
20180413,8221,6,0,0,0.00
20180413,8221,7,0,0,0.00
20180413,8221,8,0,0,0.00
20180413,8221,9,0,0,0.00
20180413,8221,10,0,0,0.00
20180413,8221,11,0,0,0.00
20180413,8221,12,0,0,0.00
20180413,8221,13,0,0,0.00
20180413,8221,14,0,0,0.00
20180413,8221,15,0,0,0.00
20180413,8221,16,0,0,0.00
20180413,8221,17,2,3065,100.00
20180413,8222,1,7121,31468,0.04
20180413,8222,2,3836,8104553,11.82
20180413,8222,3,600,4935786,7.20
20180413,8222,4,185,2426526,3.54
20180413,8222,5,132,2484728,3.62
20180413,8222,6,112,2901216,4.23
20180413,8222,7,50,1818312,2.65
20180413,8222,8,43,2018187,2.94
20180413,8222,9,83,5916205,8.63
20180413,8222,10,31,4433978,6.46
20180413,8222,11,7,1714000,2.50
20180413,8222,12,7,3388000,4.94
20180413,8222,13,5,3339226,4.87
20180413,8222,14,0,0,0.00
20180413,8222,15,8,25031565,36.51
20180413,8222,16,0,0,0.00
20180413,8222,17,12220,68543750,100.00
20180413,8225,1,69,37313,0.28
20180413,8225,2,163,394571,2.97
20180413,8225,3,78,535733,4.04
20180413,8225,4,31,379350,2.86
20180413,8225,5,11,189574,1.43
20180413,8225,6,22,528072,3.98
20180413,8225,7,12,412920,3.11
20180413,8225,8,9,399238,3.01
20180413,8225,9,14,977986,7.38
20180413,8225,10,12,1586076,11.97
20180413,8225,11,5,1203706,9.08
20180413,8225,12,0,0,0.00
20180413,8225,13,0,0,0.00
20180413,8225,14,3,2522971,19.04
20180413,8225,15,2,4079207,30.79
20180413,8225,16,0,0,0.00
20180413,8225,17,431,13246717,100.00
20180413,8227,1,56,18876,0.05
20180413,8227,2,159,435943,1.31
20180413,8227,3,83,691584,2.08
20180413,8227,4,41,531231,1.60
20180413,8227,5,16,296796,0.89
20180413,8227,6,29,720693,2.17
20180413,8227,7,14,490234,1.47
20180413,8227,8,13,579915,1.74
20180413,8227,9,22,1446023,4.35
20180413,8227,10,16,2247650,6.77
20180413,8227,11,10,2593367,7.81
20180413,8227,12,1,409569,1.23
20180413,8227,13,1,660000,1.98
20180413,8227,14,0,0,0.00
20180413,8227,15,7,22071119,66.49
20180413,8227,16,0,0,0.00
20180413,8227,17,468,33193000,100.00
20180413,8234,1,2381,553994,0.39
20180413,8234,2,6173,13349884,9.45
20180413,8234,3,1054,8447080,5.98
20180413,8234,4,329,4187596,2.96
20180413,8234,5,197,3638727,2.57
20180413,8234,6,202,5202224,3.68
20180413,8234,7,74,2691364,1.90
20180413,8234,8,66,3047668,2.15
20180413,8234,9,102,7361015,5.21
20180413,8234,10,52,7191591,5.09
20180413,8234,11,23,6719647,4.75
20180413,8234,12,11,5366703,3.80
20180413,8234,13,8,5677151,4.01
20180413,8234,14,3,2654707,1.87
20180413,8234,15,18,65137121,46.12
20180413,8234,16,0,0,0.00
20180413,8234,17,10693,141226472,100.00
20180413,8240,1,5307,305741,0.30
20180413,8240,2,3265,6829251,6.82
20180413,8240,3,584,4416729,4.41
20180413,8240,4,194,2375431,2.37
20180413,8240,5,130,2372325,2.37
20180413,8240,6,130,3289874,3.28
20180413,8240,7,70,2430406,2.43
20180413,8240,8,32,1490965,1.49
20180413,8240,9,64,4508822,4.50
20180413,8240,10,52,7334540,7.33
20180413,8240,11,25,6866504,6.86
20180413,8240,12,5,2570657,2.57
20180413,8240,13,2,1478936,1.47
20180413,8240,14,3,2595788,2.59
20180413,8240,15,12,51138445,51.13
20180413,8240,16,0,0,0.00
20180413,8240,17,9875,100004414,100.00
20180413,8249,1,13833,348792,0.27
20180413,8249,2,6390,13552282,10.66
20180413,8249,3,1275,9505775,7.48
20180413,8249,4,413,4928378,3.87
20180413,8249,5,265,4868484,3.83
20180413,8249,6,201,5055741,3.97
20180413,8249,7,91,3214768,2.53
20180413,8249,8,62,2854060,2.24
20180413,8249,9,96,6821766,5.36
20180413,8249,10,46,6823671,5.37
20180413,8249,11,18,5306222,4.17
20180413,8249,12,6,2992000,2.35
20180413,8249,13,4,2595000,2.04
20180413,8249,14,2,1681000,1.32
20180413,8249,15,13,56507061,44.47
20180413,8249,16,0,0,0.00
20180413,8249,17,22715,127055000,100.00
20180413,8255,1,2739,215318,0.28
20180413,8255,2,5229,10224355,13.65
20180413,8255,3,672,5301914,7.08
20180413,8255,4,214,2735595,3.65
20180413,8255,5,125,2275507,3.03
20180413,8255,6,127,3273648,4.37
20180413,8255,7,68,2405980,3.21
20180413,8255,8,36,1633178,2.18
20180413,8255,9,79,5440958,7.26
20180413,8255,10,45,6801080,9.08
20180413,8255,11,23,6119835,8.17
20180413,8255,12,7,3370150,4.50
20180413,8255,13,3,2122200,2.83
20180413,8255,14,0,0,0.00
20180413,8255,15,9,22945282,30.64
20180413,8255,16,0,0,0.00
20180413,8255,17,9376,74865000,100.00
20180413,8259,1,2,562,0.26
20180413,8259,2,2,4833,2.29
20180413,8259,3,5,32813,15.54
20180413,8259,4,2,23099,10.94
20180413,8259,5,5,90563,42.91
20180413,8259,6,0,0,0.00
20180413,8259,7,0,0,0.00
20180413,8259,8,0,0,0.00
20180413,8259,9,1,59157,28.03
20180413,8259,10,0,0,0.00
20180413,8259,11,0,0,0.00
20180413,8259,12,0,0,0.00
20180413,8259,13,0,0,0.00
20180413,8259,14,0,0,0.00
20180413,8259,15,0,0,0.00
20180413,8259,16,0,0,0.00
20180413,8259,17,17,211027,100.00
20180413,8261,1,16197,1759799,2.16
20180413,8261,2,5833,12386725,15.22
20180413,8261,3,853,6706455,8.24
20180413,8261,4,245,3142709,3.86
20180413,8261,5,146,2703271,3.32
20180413,8261,6,113,2937355,3.61
20180413,8261,7,58,2035265,2.50
20180413,8261,8,32,1483405,1.82
20180413,8261,9,61,4422829,5.43
20180413,8261,10,43,6074507,7.46
20180413,8261,11,15,3990581,4.90
20180413,8261,12,6,2743769,3.37
20180413,8261,13,1,752000,0.92
20180413,8261,14,2,1717692,2.11
20180413,8261,15,6,28484131,35.01
20180413,8261,16,0,0,0.00
20180413,8261,17,23611,81340493,100.00
20180413,8264,1,200,70129,2.36
20180413,8264,2,198,479949,16.17
20180413,8264,3,57,396887,13.37
20180413,8264,4,17,211599,7.12
20180413,8264,5,21,361263,12.17
20180413,8264,6,13,315333,10.62
20180413,8264,7,5,175251,5.90
20180413,8264,8,2,87200,2.93
20180413,8264,9,6,438942,14.79
20180413,8264,10,3,431199,14.52
20180413,8264,11,0,0,0.00
20180413,8264,12,0,0,0.00
20180413,8264,13,0,0,0.00
20180413,8264,14,0,0,0.00
20180413,8264,15,0,0,0.00
20180413,8264,16,0,0,0.00
20180413,8264,17,522,2967752,100.00
20180413,8271,1,17869,1396311,1.38
20180413,8271,2,7853,16501283,16.35
20180413,8271,3,1329,10330883,10.23
20180413,8271,4,397,4991678,4.94
20180413,8271,5,253,4685167,4.64
20180413,8271,6,198,4924580,4.88
20180413,8271,7,103,3616661,3.58
20180413,8271,8,71,3217597,3.18
20180413,8271,9,118,8510271,8.43
20180413,8271,10,51,6992942,6.93
20180413,8271,11,28,8401702,8.32
20180413,8271,12,9,4342665,4.30
20180413,8271,13,5,3403035,3.37
20180413,8271,14,1,985000,0.97
20180413,8271,15,4,18598032,18.43
20180413,8271,16,0,0,0.00
20180413,8271,17,28289,100897807,100.00
20180413,8276,1,13,4230,0.11
20180413,8276,2,42,109253,3.08
20180413,8276,3,32,259218,7.30
20180413,8276,4,11,135151,3.81
20180413,8276,5,8,142555,4.01
20180413,8276,6,5,121280,3.41
20180413,8276,7,4,138740,3.91
20180413,8276,8,2,89911,2.53
20180413,8276,9,5,321174,9.05
20180413,8276,10,2,263888,7.43
20180413,8276,11,1,264951,7.46
20180413,8276,12,1,509540,14.36
20180413,8276,13,0,0,0.00
20180413,8276,14,0,0,0.00
20180413,8276,15,1,1187082,33.46
